session_id,unit_id,phase,mode,predicted_label,accepted_label,raw_json,model,created_at
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""f4f40011-68fd-4ed8-9f0a-4dbcc0dd40dc""}",qwen-plus,2026-03-24T07:16:12.773Z
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""bbb0ad78-0aeb-4bc2-bd71-7ad0624c7e3f""}",qwen-plus,2026-03-24T07:16:14.185Z
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""5b024a7f-5dfa-4324-9f15-de9dce09a521""}",qwen-plus,2026-03-24T07:16:15.699Z
10ce0470-45da-4950-a942-56e9247145f6,essay0001_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""fd83fec3-17a6-449d-b4d5-b7497f7ddec7""}",qwen-plus,2026-03-24T07:16:17.123Z
10ce0470-45da-4950-a942-56e9247145f6,essay0002_sentence01,normal,prompt1,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""46b158b3-dfbf-476c-ae97-3bb8b1e26a78""}",qwen-plus,2026-03-24T07:16:49.697Z
10ce0470-45da-4950-a942-56e9247145f6,essay0002_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""0092c41a-4e85-466f-9a3d-a9f4fbf8cead""}",qwen-plus,2026-03-24T07:16:53.322Z
10ce0470-45da-4950-a942-56e9247145f6,essay0002_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""12d6e015-1c6c-43df-a59e-7da9911ccb4a""}",qwen-plus,2026-03-24T07:16:54.520Z
10ce0470-45da-4950-a942-56e9247145f6,essay0002_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""cf7988f4-ea9d-4798-acad-f192c223a179""}",qwen-plus,2026-03-24T07:16:55.866Z
10ce0470-45da-4950-a942-56e9247145f6,essay0002_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""6aa7084e-6735-447b-bbd6-e0e545ec8496""}",qwen-plus,2026-03-24T07:16:57.323Z
10ce0470-45da-4950-a942-56e9247145f6,essay0003_sentence01,normal,prompt1,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""66dc0c44-ec1d-487d-970b-7911fde08aca""}",qwen-plus,2026-03-24T07:17:28.350Z
10ce0470-45da-4950-a942-56e9247145f6,essay0003_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""5918c7a0-c709-4358-ae08-fc1f94bef954""}",qwen-plus,2026-03-24T07:17:29.611Z
10ce0470-45da-4950-a942-56e9247145f6,essay0003_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""4c52d3e6-18e5-4002-94e4-c16151d1db18""}",qwen-plus,2026-03-24T07:17:30.835Z
10ce0470-45da-4950-a942-56e9247145f6,essay0003_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""956c69de-695e-4adb-b876-12f963e687cc""}",qwen-plus,2026-03-24T07:17:32.343Z
10ce0470-45da-4950-a942-56e9247145f6,essay0003_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""db09902c-af8c-4dfe-9b27-2f262b867d41""}",qwen-plus,2026-03-24T07:17:33.590Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0001_sentence01,normal,prompt1,CODE,CODE,"{""raw_text"":""{\""label\"":\""CODE\""}"",""provider"":""qwen"",""request_id"":""9d634fed-3dfc-468b-9b21-4b4e237350a5""}",qwen-plus,2026-03-24T07:10:41.140Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0001_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""ec1bf5ba-9593-4d70-9765-090b42d9f4d7""}",qwen-plus,2026-03-24T07:10:42.540Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0001_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""add032cc-2374-489a-910a-b7b17b026c70""}",qwen-plus,2026-03-24T07:10:45.002Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0001_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""9ef66116-4619-40ed-842a-6833faa133b9""}",qwen-plus,2026-03-24T07:10:46.474Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0001_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""3f473753-0215-4794-9c3c-a23fe93f0791""}",qwen-plus,2026-03-24T07:10:47.969Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0002_sentence01,normal,prompt1,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""ba10a1dc-2792-44c2-aa66-6e2776295e19""}",qwen-plus,2026-03-24T07:11:24.022Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0002_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""4188a92e-4ba6-4dbb-8adf-c5c0116f72ff""}",qwen-plus,2026-03-24T07:11:25.253Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0002_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""9fb1b0c4-1baa-447f-b0de-22f2b69498d5""}",qwen-plus,2026-03-24T07:11:27.108Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0002_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""1de510d9-3a3b-4185-9eed-24755cdbeeb0""}",qwen-plus,2026-03-24T07:11:28.612Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0002_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""f13e03b7-6bcc-45ac-9618-88b069e37ffa""}",qwen-plus,2026-03-24T07:11:30.626Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0003_sentence01,normal,prompt1,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""8a744e6d-f119-4857-9888-68cc388cf93a""}",qwen-plus,2026-03-24T07:11:44.327Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0003_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""3702aae3-d1d6-4406-ab5d-35679b5e9db7""}",qwen-plus,2026-03-24T07:11:45.524Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0003_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""5d04f5d3-746a-48ea-aa86-fb3c9a2844c8""}",qwen-plus,2026-03-24T07:11:46.920Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0003_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""aef9e901-23ed-4965-84ca-09f1cedbbae2""}",qwen-plus,2026-03-24T07:11:48.112Z
13c92b3a-c22e-48cb-8d02-8ed4b3495c9c,essay0003_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""347e9b06-bce5-4aa2-a065-79c0bc8930c7""}",qwen-plus,2026-03-24T07:11:49.379Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0001_sentence01,normal,prompt1,CODE,CODE,"{""raw_text"":""{\""label\"":\""CODE\""}"",""provider"":""qwen"",""request_id"":""65350ca3-5dff-4ca5-aabb-5bb3d1eca1b4""}",qwen-plus,2026-03-24T07:13:22.691Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0001_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""6155f2a9-59f4-4064-84c1-f286f002084d""}",qwen-plus,2026-03-24T07:13:24.156Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0001_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""669b28e5-41ce-43e4-a723-204734652fb4""}",qwen-plus,2026-03-24T07:13:26.254Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0001_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""ae0a877e-6e97-4233-97f0-ebd00b192e62""}",qwen-plus,2026-03-24T07:13:27.383Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0001_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""9c7e417d-be98-460e-ad4f-d370000df64d""}",qwen-plus,2026-03-24T07:13:28.608Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0002_sentence01,normal,prompt1,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""9913d81b-2e41-47c9-b4b0-190a12e22362""}",qwen-plus,2026-03-24T07:16:43.769Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0002_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""0737b7a1-7f98-4fdd-85be-8a876d97c5ff""}",qwen-plus,2026-03-24T07:16:46.014Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0002_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""98b45d62-aca4-4861-923b-d571a3863f6c""}",qwen-plus,2026-03-24T07:16:47.216Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0002_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""927d292f-3408-460d-bbb6-ac2939c6e4d7""}",qwen-plus,2026-03-24T07:16:48.544Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0002_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""1a7cebcc-b8d3-4733-9840-79dddf97c12a""}",qwen-plus,2026-03-24T07:16:50.103Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0003_sentence01,normal,prompt1,EXPLANATION,EXPLANATION,"{""raw_text"":""{\""label\"":\""EXPLANATION\""}"",""provider"":""qwen"",""request_id"":""a266131a-54ae-4bb9-acb9-bb54f8d50914""}",qwen-plus,2026-03-24T07:17:07.027Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0003_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""f6574469-c8b2-4536-92b5-883bb24b14e9""}",qwen-plus,2026-03-24T07:17:08.747Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0003_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""dde0a30c-c191-4b15-8f54-7998db859fc9""}",qwen-plus,2026-03-24T07:17:10.582Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0003_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""9824101e-cb27-4057-bbdd-6967ab187f68""}",qwen-plus,2026-03-24T07:17:12.135Z
21cece40-a1aa-4764-895a-a29554b2e3a4,essay0003_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""e4b33c75-2e1b-462d-a4ee-d47006a3c82d""}",qwen-plus,2026-03-24T07:17:13.792Z
28450cde-2982-4aee-8770-5d20e681b626,essay0001_sentence01,normal,prompt1,CODE,CODE,"{""raw_text"":""{\""label\"":\""CODE\""}"",""provider"":""qwen"",""request_id"":""64461505-7c99-4e36-9bdb-fe0cfc2bc784""}",qwen-plus,2026-03-24T07:12:27.926Z
28450cde-2982-4aee-8770-5d20e681b626,essay0001_sentence02,normal,prompt1,EVALUATION,EVALUATION,"{""raw_text"":""{\""label\"":\""EVALUATION\""}"",""provider"":""qwen"",""request_id"":""d15d226d-f20e-4c97-8bac-323eefb39a48""}",qwen-plus,2026-03-24T07:12:29.697Z
28450cde-2982-4aee-8770-5d20e681b626,essay0001_sentence03,normal,prompt1,RESPONSIBILITY,RESPONSIBILITY,"{""raw_text"":""{\""label\"":\""RESPONSIBILITY\""}"",""provider"":""qwen"",""request_id"":""ca792230-6c12-443c-9953-fb5cd6b7794c""}",qwen-plus,2026-03-24T07:12:32.374Z
28450cde-2982-4aee-8770-5d20e681b626,essay0001_sentence04,normal,prompt1,APPLICATION,APPLICATION,"{""raw_text"":""{\""label\"":\""APPLICATION\""}"",""provider"":""qwen"",""request_id"":""019d9799-e17a-4563-abe2-015b44e64997""}",qwen-plus,2026-03-24T07:12:34.400Z
28450cde-2982-4aee-8770-5d20e681b626,essay0001_sentence05,normal,prompt1,IMPLICATION,IMPLICATION,"{""raw_text"":""{\""label\"":\""IMPLICATION\""}"",""provider"":""qwen"",""request_id"":""5544ad1e-95d8-4a53-9dcd-cf9c1a8fcf3e""}",qwen-plus,2026-03-24T07:12:35.771Z
