session_id,user_id,session_created,unit_id,unit_text,meta_json,phase,manual_label,manual_created,llm_mode,predicted_label,accepted_label,llm_model,llm_created
f54682c8-eace-47d6-8cc0-ae2b702ca85b,A,2026-03-24T06:50:01.516Z,essay0003_sentence01,"Bias in AI systems occurs when training data reflects historical prejudices, leading to unfair or discriminatory outputs.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 1, ""sentence_total"": 5}",normal,RESPONSIBILITY,2026-03-24T06:54:32.600Z,,,,,
f54682c8-eace-47d6-8cc0-ae2b702ca85b,A,2026-03-24T06:50:01.516Z,essay0003_sentence02,"Current AI language models can generate highly convincing text, but they lack genuine understanding of meaning and context.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 2, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:54:38.854Z,,,,,
f54682c8-eace-47d6-8cc0-ae2b702ca85b,A,2026-03-24T06:50:01.516Z,essay0003_sentence03,Developers have an ethical obligation to test their AI systems for bias and to implement safeguards against misuse.,"{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 3, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:54:44.089Z,,,,,
f54682c8-eace-47d6-8cc0-ae2b702ca85b,A,2026-03-24T06:50:01.516Z,essay0003_sentence04,Citizens can use fact-checking AI tools to verify the accuracy of news articles and social media posts before sharing them.,"{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 4, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T06:54:55.095Z,,,,,
f54682c8-eace-47d6-8cc0-ae2b702ca85b,A,2026-03-24T06:50:01.516Z,essay0003_sentence05,"Without proper governance frameworks, the rapid deployment of AI could undermine democratic processes and concentrate power in the hands of a few technology companies.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 5, ""sentence_total"": 5}",normal,IMPLICATION,2026-03-24T06:55:08.777Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0001_sentence01,"AI literacy refers to the set of competencies that enable individuals to critically evaluate, effectively communicate with, and responsibly use artificial intelligence technologies.","{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 1, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:50:26.341Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0001_sentence02,Research shows that people with higher AI literacy tend to make better-informed decisions when interacting with AI-powered systems.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 2, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T06:50:43.894Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0001_sentence03,Educational institutions should integrate AI literacy into their core curriculum starting from middle school.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 3, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:50:54.725Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0001_sentence04,Teachers can leverage AI-powered tools to create personalized learning experiences and adaptive assessments for their students.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 4, ""sentence_total"": 5}",normal,RESPONSIBILITY,2026-03-24T06:51:20.571Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0001_sentence05,"As AI continues to advance, the gap between AI-literate and AI-illiterate populations may create new forms of digital inequality.","{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 5, ""sentence_total"": 5}",normal,IMPLICATION,2026-03-24T06:51:34.962Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0002_sentence01,Machine learning algorithms work by identifying patterns in large datasets and using those patterns to make predictions or decisions.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 1, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:51:58.940Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0002_sentence02,"While AI chatbots can handle routine customer inquiries efficiently, they often struggle with nuanced or emotionally sensitive conversations.","{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 2, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:52:26.601Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0002_sentence03,Companies must ensure transparency in how they use AI systems to make hiring and promotion decisions.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 3, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T06:52:38.937Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0002_sentence04,Healthcare professionals are using AI-assisted diagnostic tools to detect diseases earlier and improve patient outcomes.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 4, ""sentence_total"": 5}",normal,RESPONSIBILITY,2026-03-24T06:52:43.112Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0002_sentence05,The widespread adoption of AI in creative industries may fundamentally reshape how we define authorship and intellectual property.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 5, ""sentence_total"": 5}",normal,IMPLICATION,2026-03-24T06:52:47.548Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0003_sentence01,"Bias in AI systems occurs when training data reflects historical prejudices, leading to unfair or discriminatory outputs.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 1, ""sentence_total"": 5}",normal,RESPONSIBILITY,2026-03-24T06:53:01.967Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0003_sentence02,"Current AI language models can generate highly convincing text, but they lack genuine understanding of meaning and context.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 2, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:53:21.995Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0003_sentence03,Developers have an ethical obligation to test their AI systems for bias and to implement safeguards against misuse.,"{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 3, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:53:33.073Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0003_sentence04,Citizens can use fact-checking AI tools to verify the accuracy of news articles and social media posts before sharing them.,"{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 4, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T06:53:52.755Z,,,,,
e57001ac-8e42-443e-a431-208cb2a477d0,AP,2026-03-24T06:50:11.691Z,essay0003_sentence05,"Without proper governance frameworks, the rapid deployment of AI could undermine democratic processes and concentrate power in the hands of a few technology companies.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 5, ""sentence_total"": 5}",normal,IMPLICATION,2026-03-24T06:54:08.887Z,,,,,
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0001_sentence01,"AI literacy refers to the set of competencies that enable individuals to critically evaluate, effectively communicate with, and responsibly use artificial intelligence technologies.","{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 1, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:50:23.051Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0001_sentence01,"AI literacy refers to the set of competencies that enable individuals to critically evaluate, effectively communicate with, and responsibly use artificial intelligence technologies.","{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 1, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T07:15:15.759Z,prompt1,EXPLANATION,EXPLANATION,qwen-plus,2026-03-24T07:16:24.432Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0001_sentence02,Research shows that people with higher AI literacy tend to make better-informed decisions when interacting with AI-powered systems.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 2, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:50:39.010Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0001_sentence02,Research shows that people with higher AI literacy tend to make better-informed decisions when interacting with AI-powered systems.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 2, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T07:15:17.237Z,prompt1,EVALUATION,EVALUATION,qwen-plus,2026-03-24T07:16:25.713Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0001_sentence03,Educational institutions should integrate AI literacy into their core curriculum starting from middle school.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 3, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T06:51:13.282Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0001_sentence03,Educational institutions should integrate AI literacy into their core curriculum starting from middle school.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 3, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T07:15:23.700Z,prompt1,RESPONSIBILITY,RESPONSIBILITY,qwen-plus,2026-03-24T07:16:27.690Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0001_sentence04,Teachers can leverage AI-powered tools to create personalized learning experiences and adaptive assessments for their students.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 4, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:51:34.859Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0001_sentence04,Teachers can leverage AI-powered tools to create personalized learning experiences and adaptive assessments for their students.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 4, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T07:15:32.756Z,prompt1,APPLICATION,APPLICATION,qwen-plus,2026-03-24T07:16:29.499Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0001_sentence05,"As AI continues to advance, the gap between AI-literate and AI-illiterate populations may create new forms of digital inequality.","{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 5, ""sentence_total"": 5}",normal,IMPLICATION,2026-03-24T06:51:46.174Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0001_sentence05,"As AI continues to advance, the gap between AI-literate and AI-illiterate populations may create new forms of digital inequality.","{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 5, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T07:15:34.563Z,prompt1,IMPLICATION,IMPLICATION,qwen-plus,2026-03-24T07:16:30.657Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0002_sentence01,Machine learning algorithms work by identifying patterns in large datasets and using those patterns to make predictions or decisions.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 1, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:52:14.741Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0002_sentence01,Machine learning algorithms work by identifying patterns in large datasets and using those patterns to make predictions or decisions.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 1, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T07:15:46.102Z,prompt1,EXPLANATION,EXPLANATION,qwen-plus,2026-03-24T07:16:53.047Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0002_sentence02,"While AI chatbots can handle routine customer inquiries efficiently, they often struggle with nuanced or emotionally sensitive conversations.","{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 2, ""sentence_total"": 5}",normal,RESPONSIBILITY,2026-03-24T06:52:38.477Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0002_sentence02,"While AI chatbots can handle routine customer inquiries efficiently, they often struggle with nuanced or emotionally sensitive conversations.","{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 2, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T07:15:47.241Z,prompt1,EVALUATION,EVALUATION,qwen-plus,2026-03-24T07:16:55.225Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0002_sentence03,Companies must ensure transparency in how they use AI systems to make hiring and promotion decisions.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 3, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:52:55.244Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0002_sentence03,Companies must ensure transparency in how they use AI systems to make hiring and promotion decisions.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 3, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T07:15:48.314Z,prompt1,RESPONSIBILITY,RESPONSIBILITY,qwen-plus,2026-03-24T07:16:56.693Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0002_sentence04,Healthcare professionals are using AI-assisted diagnostic tools to detect diseases earlier and improve patient outcomes.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 4, ""sentence_total"": 5}",normal,RESPONSIBILITY,2026-03-24T06:53:21.147Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0002_sentence04,Healthcare professionals are using AI-assisted diagnostic tools to detect diseases earlier and improve patient outcomes.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 4, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T07:15:49.288Z,prompt1,APPLICATION,APPLICATION,qwen-plus,2026-03-24T07:16:57.802Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0002_sentence05,The widespread adoption of AI in creative industries may fundamentally reshape how we define authorship and intellectual property.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 5, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T06:53:42.206Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0002_sentence05,The widespread adoption of AI in creative industries may fundamentally reshape how we define authorship and intellectual property.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 5, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T07:15:50.193Z,prompt1,IMPLICATION,IMPLICATION,qwen-plus,2026-03-24T07:16:59.537Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0003_sentence01,"Bias in AI systems occurs when training data reflects historical prejudices, leading to unfair or discriminatory outputs.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 1, ""sentence_total"": 5}",normal,RESPONSIBILITY,2026-03-24T06:54:31.451Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0003_sentence01,"Bias in AI systems occurs when training data reflects historical prejudices, leading to unfair or discriminatory outputs.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 1, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T07:15:56.606Z,prompt1,EXPLANATION,EXPLANATION,qwen-plus,2026-03-24T07:17:14.205Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0003_sentence02,"Current AI language models can generate highly convincing text, but they lack genuine understanding of meaning and context.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 2, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:54:47.694Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0003_sentence02,"Current AI language models can generate highly convincing text, but they lack genuine understanding of meaning and context.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 2, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T07:15:57.689Z,prompt1,EVALUATION,EVALUATION,qwen-plus,2026-03-24T07:17:15.531Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0003_sentence03,Developers have an ethical obligation to test their AI systems for bias and to implement safeguards against misuse.,"{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 3, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:55:05.538Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0003_sentence03,Developers have an ethical obligation to test their AI systems for bias and to implement safeguards against misuse.,"{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 3, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T07:15:59.347Z,prompt1,RESPONSIBILITY,RESPONSIBILITY,qwen-plus,2026-03-24T07:17:16.751Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0003_sentence04,Citizens can use fact-checking AI tools to verify the accuracy of news articles and social media posts before sharing them.,"{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 4, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T06:55:34.874Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0003_sentence04,Citizens can use fact-checking AI tools to verify the accuracy of news articles and social media posts before sharing them.,"{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 4, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T07:16:00.296Z,prompt1,APPLICATION,APPLICATION,qwen-plus,2026-03-24T07:17:18.051Z
d6f0ba4f-71ea-4257-87bb-62d84c429fa7,Echo,2026-03-24T06:50:07.556Z,essay0003_sentence05,"Without proper governance frameworks, the rapid deployment of AI could undermine democratic processes and concentrate power in the hands of a few technology companies.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 5, ""sentence_total"": 5}",normal,IMPLICATION,2026-03-24T06:55:41.551Z,,,,,
f4fdd9a6-79b8-4dec-9eff-3fe3f8a0e31e,Echo,2026-03-24T07:13:52.284Z,essay0003_sentence05,"Without proper governance frameworks, the rapid deployment of AI could undermine democratic processes and concentrate power in the hands of a few technology companies.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 5, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T07:16:01.290Z,prompt1,IMPLICATION,IMPLICATION,qwen-plus,2026-03-24T07:17:19.185Z
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0001_sentence01,"AI literacy refers to the set of competencies that enable individuals to critically evaluate, effectively communicate with, and responsibly use artificial intelligence technologies.","{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 1, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:50:23.408Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0001_sentence02,Research shows that people with higher AI literacy tend to make better-informed decisions when interacting with AI-powered systems.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 2, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:50:31.631Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0001_sentence03,Educational institutions should integrate AI literacy into their core curriculum starting from middle school.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 3, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T06:50:35.627Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0001_sentence04,Teachers can leverage AI-powered tools to create personalized learning experiences and adaptive assessments for their students.,"{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 4, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:50:37.327Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0001_sentence05,"As AI continues to advance, the gap between AI-literate and AI-illiterate populations may create new forms of digital inequality.","{""source"": ""ai_literacy"", ""essay"": 1, ""sentence"": 5, ""sentence_total"": 5}",normal,IMPLICATION,2026-03-24T06:50:38.810Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0002_sentence01,Machine learning algorithms work by identifying patterns in large datasets and using those patterns to make predictions or decisions.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 1, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:51:08.705Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0002_sentence02,"While AI chatbots can handle routine customer inquiries efficiently, they often struggle with nuanced or emotionally sensitive conversations.","{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 2, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:51:14.985Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0002_sentence03,Companies must ensure transparency in how they use AI systems to make hiring and promotion decisions.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 3, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:51:18.301Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0002_sentence04,Healthcare professionals are using AI-assisted diagnostic tools to detect diseases earlier and improve patient outcomes.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 4, ""sentence_total"": 5}",normal,RESPONSIBILITY,2026-03-24T06:51:19.688Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0002_sentence05,The widespread adoption of AI in creative industries may fundamentally reshape how we define authorship and intellectual property.,"{""source"": ""ai_literacy"", ""essay"": 2, ""sentence"": 5, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T06:51:21.028Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0003_sentence01,"Bias in AI systems occurs when training data reflects historical prejudices, leading to unfair or discriminatory outputs.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 1, ""sentence_total"": 5}",normal,RESPONSIBILITY,2026-03-24T06:52:07.662Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0003_sentence02,"Current AI language models can generate highly convincing text, but they lack genuine understanding of meaning and context.","{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 2, ""sentence_total"": 5}",normal,EVALUATION,2026-03-24T06:52:12.248Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0003_sentence03,Developers have an ethical obligation to test their AI systems for bias and to implement safeguards against misuse.,"{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 3, ""sentence_total"": 5}",normal,EXPLANATION,2026-03-24T06:52:14.107Z,,,,,
1f122fcc-377e-4d96-835c-19571a146df0,Elena,2026-03-24T06:50:16.498Z,essay0003_sentence04,Citizens can use fact-checking AI tools to verify the accuracy of news articles and social media posts before sharing them.,"{""source"": ""ai_literacy"", ""essay"": 3, ""sentence"": 4, ""sentence_total"": 5}",normal,APPLICATION,2026-03-24T06:52:15.448Z,,,,,
